"","Age","Vulnerable","Lives_In_Hotspot","Political_association","News_Source","Trust_News","Covid_Knowledge","Trust_Conservatives","Trust_Ford","Mask","Bubble","Follow_Store_Restrictions","Non_essential_outing","Travel_Canada","Travel_World"
"644","74+","Yes","Yes","Liberals","News_TV","Family",1,"Yes","Yes","Always","Yes","Sometimes","7+","Yes","No"
"645","55-64","No","Yes","Conservative","Family","Other",4,"Yes","No","Always","Yes","Sometimes","1-3","No","No"
"646","55-64","No","No","NDP","News_TV","News_TV",2,"Yes","No","Never","Yes","Most of the Time","4-5","No","No"
"647","18-24","No","No","Liberals","News_TV","News_TV",1,"Yes","No","Most of the Time","No","Sometimes","1-3","Yes","No"
"648","55-64","No","No","Liberals","News_Print","Family",0,"Yes","No","Most of the Time","Yes","Never","4-5","No","No"
"649","18-24","No","No","Conservative","News_TV","Internet",3,"Yes","No","Most of the Time","Yes","Always","1-3","No","No"
"650","18-24","Yes","No","NDP","News_TV","SM",4,"No","Maybe","Sometimes","Yes","Always","1-3","No","No"
"651","18-24","No","No","Green","SM","News_TV",2,"Yes","No","Always","Yes","Most of the Time","0","No","Yes"
"652","18-24","Yes","No","Conservative","Internet","News_TV",2,"Yes","Yes","Most of the Time","No","Most of the Time","4-5","No","No"
"653","74+","No","No","NDP","Family","News_TV",1,"No","Yes","Sometimes","Yes","Always","1-3","No","No"
"654","18-24","No","Yes","Liberals","News_Print","News_Print",2,"Maybe","Yes","Most of the Time","Yes","Always","1-3","Yes","No"
"655","45-54","No","No","Conservative","SM","News_Print",3,"Yes","Yes","Always","Yes","Sometimes","1-3","No","No"
"656","25-34","No","Yes","Conservative","Other","News_Print",2,"Yes","Yes","Sometimes","Yes","Always","4-5","No","No"
"657","35-44","No","No","Liberals","Internet","Internet",2,"Maybe","No","Rarely","No","Sometimes","1-3","No","No"
"658","18-24","Yes","Yes","Liberals","Family","Internet",3,"Yes","Maybe","Rarely","Yes","Always","1-3","No","No"
"659","35-44","No","No","NDP","Internet","News_TV",4,"Yes","No","Always","Yes","Always","1-3","Yes","No"
"660","45-54","No","No","Liberals","News_Print","SM",3,"Yes","No","Sometimes","Yes","Most of the Time","0","Yes","No"
"661","55-64","Yes","No","Liberals","SM","Other",4,"No","Yes","Most of the Time","No","Always","4-5","Yes","No"
"662","65-74","Yes","No","Conservative","News_TV","News_TV",4,"Maybe","No","Always","Yes","Always","1-3","Yes","No"
"663","65-74","No","Yes","NDP","News_Print","News_Print",1,"Yes","No","Most of the Time","Yes","Always","4-5","Yes","No"
"664","45-54","No","Yes","Liberals","Other","Internet",1,"No","Yes","Sometimes","Yes","Always","0","No","No"
"665","55-64","Yes","No","Liberals","SM","Family",3,"Yes","Yes","Always","Yes","Rarely","1-3","No","No"
"666","18-24","No","No","Conservative","Other","News_Print",1,"Yes","No","Always","Yes","Most of the Time","1-3","No","No"
"667","45-54","No","No","Conservative","SM","News_TV",4,"Yes","Yes","Always","Yes","Sometimes","7+","No","No"
"668","65-74","No","Yes","Liberals","SM","SM",5,"Yes","No","Always","Yes","Most of the Time","4-5","No","No"
"669","35-44","No","No","NDP","Internet","News_TV",1,"No","No","Always","No","Always","4-5","No","No"
"670","18-24","No","No","Liberals","News_TV","Internet",5,"Yes","Maybe","Most of the Time","No","Most of the Time","4-5","No","No"
"671","55-64","No","Yes","NDP","News_TV","Family",3,"Yes","No","Always","Yes","Always","1-3","No","No"
"672","74+","Yes","No","Liberals","Other","Family",5,"Maybe","No","Sometimes","Yes","Always","7+","Yes","No"
"673","45-54","No","No","NDP","Internet","News_Print",3,"Yes","Maybe","Always","Yes","Always","4-5","No","No"
"674","74+","No","No","Liberals","Internet","Internet",4,"No","No","Always","Yes","Most of the Time","1-3","No","No"
"675","45-54","No","No","Liberals","News_TV","News_Print",2,"Yes","Yes","Always","No","Always","4-5","No","No"
"676","74+","Yes","No","Conservative","Internet","Family",4,"Yes","Yes","Always","Yes","Most of the Time","7+","No","No"
"677","25-34","No","No","Conservative","Family","News_Print",5,"Yes","Yes","Most of the Time","Yes","Most of the Time","4-5","No","No"
"678","45-54","No","No","Conservative","Internet","News_TV",1,"Yes","Yes","Always","No","Always","1-3","Yes","No"
"679","35-44","Yes","No","Conservative","SM","News_TV",3,"Maybe","No","Most of the Time","Yes","Always","4-5","No","No"
"680","25-34","No","Yes","Conservative","Internet","News_Print",2,"No","Yes","Always","Yes","Always","1-3","Yes","No"
"681","18-24","No","No","Conservative","Internet","Other",4,"Yes","Yes","Always","No","Rarely","4-5","Yes","No"
"682","35-44","No","No","Conservative","Internet","News_TV",4,"Maybe","Yes","Most of the Time","Yes","Always","1-3","No","No"
"683","45-54","No","No","Liberals","News_Print","News_Print",3,"Yes","No","Always","No","Always","0","No","No"
"684","45-54","Yes","No","Conservative","SM","News_TV",1,"Yes","No","Most of the Time","Yes","Rarely","4-5","No","No"
"685","18-24","No","No","Liberals","News_Print","News_TV",3,"Yes","No","Most of the Time","Yes","Most of the Time","4-5","No","No"
"686","35-44","Yes","No","Liberals","News_Print","News_Print",0,"Yes","No","Sometimes","No","Most of the Time","0","Yes","No"
"687","45-54","No","Yes","Conservative","News_TV","News_TV",3,"Yes","Yes","Always","No","Most of the Time","1-3","No","No"
"688","45-54","No","Yes","NDP","News_TV","News_TV",3,"Yes","No","Sometimes","Yes","Most of the Time","1-3","No","No"
"689","55-64","No","Yes","Conservative","News_TV","Family",5,"Yes","No","Sometimes","No","Always","1-3","No","No"
"690","35-44","No","Yes","Liberals","Internet","Internet",2,"No","No","Most of the Time","Yes","Always","0","No","No"
"691","65-74","No","No","Conservative","News_Print","News_TV",2,"Yes","Yes","Most of the Time","Yes","Sometimes","1-3","No","No"
"692","25-34","No","No","Liberals","News_TV","News_Print",5,"No","Yes","Rarely","Yes","Rarely","7+","No","No"
"693","25-34","No","No","Liberals","SM","SM",3,"Maybe","No","Sometimes","No","Always","4-5","Yes","No"
"694","55-64","No","No","NDP","Other","News_TV",0,"Maybe","Maybe","Always","Yes","Always","1-3","No","No"
"695","35-44","No","No","NDP","News_Print","News_Print",2,"Yes","Yes","Sometimes","Yes","Always","7+","Yes","No"
"696","55-64","No","No","Liberals","News_Print","News_Print",4,"Yes","No","Always","Yes","Always","4-5","No","No"
"697","45-54","No","Yes","Liberals","News_TV","Internet",0,"Yes","No","Sometimes","No","Always","1-3","Yes","No"
"698","35-44","No","No","Liberals","News_TV","News_Print",1,"No","Yes","Most of the Time","Yes","Sometimes","7+","No","No"
"699","25-34","No","No","Liberals","News_Print","SM",1,"Yes","Yes","Always","No","Always","4-5","No","No"
"700","25-34","Yes","No","Liberals","Family","Family",0,"Yes","Yes","Never","Yes","Rarely","4-5","No","No"
"701","45-54","No","Yes","NDP","Internet","Internet",5,"Yes","Maybe","Always","Yes","Most of the Time","1-3","No","No"
"702","25-34","No","Yes","NDP","News_Print","News_Print",0,"Yes","Yes","Most of the Time","No","Rarely","4-5","No","No"
"703","55-64","No","No","Liberals","Internet","News_Print",5,"No","Yes","Sometimes","Yes","Most of the Time","1-3","No","No"
"704","45-54","Yes","Yes","Liberals","Internet","News_Print",4,"Yes","Yes","Always","Yes","Always","4-5","No","Yes"
"705","45-54","No","Yes","NDP","News_TV","News_Print",3,"No","Yes","Sometimes","Yes","Sometimes","1-3","No","No"
"706","45-54","Yes","No","Conservative","News_Print","News_Print",1,"Yes","No","Always","Yes","Rarely","1-3","Yes","No"
"707","45-54","No","Yes","Conservative","News_Print","News_TV",0,"Maybe","No","Always","No","Most of the Time","1-3","No","No"
"708","45-54","Yes","No","NDP","News_TV","News_TV",1,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"709","35-44","No","Yes","NDP","SM","News_TV",5,"Yes","Yes","Always","Yes","Rarely","4-5","No","No"
"710","55-64","No","Yes","Liberals","News_Print","SM",3,"Yes","No","Sometimes","Yes","Rarely","4-5","No","No"
"711","65-74","No","No","Liberals","SM","News_Print",3,"Yes","No","Rarely","No","Most of the Time","1-3","No","No"
"712","55-64","No","No","Liberals","Internet","Other",3,"Yes","No","Always","Yes","Most of the Time","4-5","Yes","No"
"713","45-54","No","No","Liberals","News_TV","News_Print",0,"No","Yes","Always","Yes","Rarely","1-3","Yes","No"
"714","55-64","No","No","NDP","News_TV","Internet",2,"Yes","No","Always","No","Most of the Time","1-3","No","No"
"715","55-64","No","Yes","Liberals","SM","News_Print",2,"Yes","Maybe","Always","Yes","Rarely","1-3","No","No"
"716","55-64","No","Yes","Conservative","News_Print","News_TV",4,"Yes","Yes","Most of the Time","Yes","Rarely","1-3","No","No"
"717","35-44","No","Yes","Conservative","News_Print","News_TV",2,"No","Maybe","Always","Yes","Always","0","No","No"
"718","25-34","No","No","Conservative","Internet","News_Print",1,"Yes","Maybe","Sometimes","No","Sometimes","1-3","No","No"
"719","65-74","No","No","Conservative","Internet","Internet",0,"Yes","Yes","Most of the Time","No","Sometimes","4-5","No","No"
"720","45-54","Yes","No","NDP","News_TV","Family",5,"Yes","No","Always","Yes","Most of the Time","4-5","Yes","No"
"721","35-44","No","Yes","Liberals","News_TV","News_TV",2,"Yes","No","Most of the Time","Yes","Rarely","4-5","No","No"
"722","55-64","No","No","Liberals","News_Print","Internet",2,"Yes","No","Most of the Time","No","Most of the Time","4-5","No","No"
"723","74+","No","No","NDP","News_Print","News_TV",4,"Yes","Maybe","Always","Yes","Always","0","No","No"
"724","35-44","No","Yes","Liberals","Internet","News_TV",1,"Yes","Yes","Most of the Time","Yes","Rarely","4-5","No","No"
"725","65-74","No","No","Conservative","News_Print","News_TV",2,"Yes","Yes","Always","Yes","Sometimes","1-3","Yes","Yes"
"726","55-64","No","Yes","Conservative","Family","SM",2,"No","No","Sometimes","No","Rarely","7+","No","No"
"727","65-74","No","No","NDP","News_Print","News_TV",1,"Yes","No","Always","No","Sometimes","1-3","No","No"
"728","45-54","No","Yes","Conservative","News_Print","News_TV",5,"Yes","Yes","Always","Yes","Most of the Time","1-3","No","No"
"729","18-24","No","No","Liberals","News_TV","Family",5,"Yes","No","Most of the Time","No","Rarely","1-3","No","No"
"730","74+","No","No","Conservative","News_TV","Other",5,"Yes","Yes","Sometimes","Yes","Always","4-5","Yes","No"
"731","25-34","Yes","No","NDP","News_TV","News_TV",1,"No","No","Always","Yes","Always","7+","Yes","No"
"732","45-54","No","No","Liberals","Internet","News_TV",4,"No","Yes","Sometimes","Yes","Rarely","7+","No","No"
"733","18-24","No","No","Conservative","Family","News_TV",3,"Maybe","Maybe","Always","Yes","Sometimes","7+","No","No"
"734","35-44","Yes","No","Conservative","Internet","News_TV",1,"Yes","No","Always","No","Sometimes","1-3","Yes","No"
"735","45-54","No","No","Liberals","Internet","News_Print",0,"No","No","Always","Yes","Sometimes","4-5","No","No"
"736","35-44","No","No","Liberals","Other","Internet",5,"Yes","Maybe","Never","Yes","Most of the Time","4-5","No","No"
"737","55-64","No","No","NDP","Internet","SM",2,"Yes","No","Always","Yes","Rarely","1-3","No","No"
"738","74+","No","No","NDP","Family","News_TV",4,"No","Yes","Most of the Time","Yes","Always","7+","No","No"
"739","55-64","Yes","No","NDP","Family","News_Print",0,"Yes","Yes","Rarely","No","Always","4-5","No","No"
"740","55-64","Yes","No","Conservative","News_TV","News_TV",4,"No","No","Sometimes","No","Always","1-3","No","No"
"741","55-64","No","No","Liberals","News_TV","News_TV",1,"Yes","Yes","Sometimes","No","Never","1-3","Yes","No"
"742","35-44","No","Yes","Liberals","News_TV","News_TV",5,"Yes","Yes","Always","Yes","Most of the Time","4-5","No","No"
"743","55-64","No","No","Liberals","News_Print","News_TV",2,"No","Yes","Rarely","Yes","Never","1-3","No","No"
"744","35-44","Yes","Yes","Liberals","Other","Family",2,"Yes","Maybe","Always","Yes","Always","4-5","No","No"
"745","18-24","No","No","NDP","Other","Other",4,"Yes","Maybe","Always","Yes","Sometimes","4-5","Yes","No"
"746","25-34","Yes","No","Conservative","News_Print","Family",2,"No","No","Always","Yes","Rarely","1-3","Yes","Yes"
"747","65-74","Yes","Yes","Liberals","Internet","News_TV",1,"Yes","Yes","Always","Yes","Rarely","4-5","No","No"
"748","18-24","Yes","No","Liberals","Other","News_Print",5,"No","Maybe","Rarely","Yes","Rarely","4-5","No","No"
"749","74+","No","Yes","NDP","News_Print","Family",3,"Yes","No","Always","Yes","Rarely","1-3","No","No"
"750","45-54","No","Yes","Conservative","Internet","News_Print",2,"Yes","Yes","Sometimes","No","Rarely","0","No","No"
"751","35-44","No","Yes","Liberals","Internet","News_Print",1,"Yes","Yes","Always","Yes","Never","1-3","No","No"
"752","55-64","Yes","Yes","Green","Family","Family",4,"Yes","Maybe","Always","Yes","Always","7+","No","No"
"753","45-54","No","No","Conservative","SM","News_Print",3,"No","Yes","Most of the Time","Yes","Sometimes","1-3","No","No"
"754","25-34","Yes","Yes","Liberals","News_TV","Other",0,"No","No","Most of the Time","No","Always","1-3","No","No"
"755","25-34","No","Yes","Liberals","News_Print","Other",0,"Yes","Yes","Most of the Time","Yes","Most of the Time","1-3","No","No"
"756","25-34","No","No","Liberals","News_Print","News_TV",3,"Yes","Maybe","Most of the Time","No","Rarely","4-5","No","No"
"757","65-74","No","No","Conservative","News_Print","News_Print",1,"Yes","Yes","Always","Yes","Most of the Time","4-5","No","No"
"758","74+","No","No","Conservative","News_TV","News_Print",4,"Yes","Maybe","Most of the Time","No","Rarely","4-5","No","Yes"
"759","55-64","Yes","No","Liberals","News_TV","News_Print",4,"Yes","Yes","Most of the Time","Yes","Most of the Time","1-3","No","No"
"760","65-74","No","No","NDP","News_TV","News_Print",1,"No","Yes","Rarely","Yes","Rarely","1-3","No","No"
"761","45-54","No","No","Conservative","Internet","News_TV",2,"Yes","No","Sometimes","Yes","Most of the Time","4-5","No","No"
"762","45-54","No","Yes","Liberals","Internet","News_TV",1,"No","Yes","Most of the Time","Yes","Most of the Time","1-3","No","No"
"763","35-44","No","No","NDP","Internet","News_Print",3,"Yes","No","Never","Yes","Always","4-5","Yes","No"
"764","35-44","Yes","No","Liberals","News_TV","Other",1,"No","No","Always","Yes","Most of the Time","4-5","Yes","No"
"765","65-74","Yes","Yes","Liberals","News_Print","Family",1,"Yes","Maybe","Most of the Time","Yes","Sometimes","4-5","No","No"
"766","45-54","No","Yes","NDP","Family","Family",5,"Yes","No","Always","No","Sometimes","4-5","Yes","No"
"767","25-34","No","Yes","Conservative","SM","SM",0,"Maybe","Yes","Sometimes","Yes","Most of the Time","1-3","Yes","No"
"768","35-44","No","Yes","Liberals","Other","News_Print",4,"No","Maybe","Sometimes","Yes","Rarely","4-5","No","No"
"769","35-44","Yes","No","NDP","News_TV","News_Print",1,"Yes","Maybe","Sometimes","Yes","Most of the Time","1-3","No","No"
"770","45-54","No","No","Liberals","News_Print","News_Print",2,"Yes","Maybe","Sometimes","Yes","Most of the Time","1-3","Yes","No"
"771","45-54","No","No","Conservative","Internet","News_Print",3,"No","Yes","Rarely","Yes","Rarely","1-3","Yes","No"
"772","25-34","Yes","No","Liberals","Internet","Internet",5,"No","Yes","Always","No","Always","4-5","Yes","No"
"773","25-34","Yes","No","Liberals","Family","SM",1,"Yes","Yes","Never","Yes","Most of the Time","4-5","No","No"
"774","55-64","Yes","Yes","Conservative","SM","SM",3,"No","No","Always","Yes","Always","4-5","No","No"
"775","65-74","Yes","Yes","Liberals","SM","Internet",5,"Yes","Maybe","Always","No","Always","1-3","Yes","No"
"776","55-64","No","No","Conservative","News_TV","News_Print",0,"Yes","Maybe","Always","Yes","Always","4-5","No","No"
"777","74+","Yes","No","Liberals","News_TV","Other",4,"Yes","Yes","Always","No","Most of the Time","7+","Yes","No"
"778","18-24","Yes","No","Liberals","News_Print","Other",4,"Yes","Yes","Rarely","Yes","Rarely","1-3","No","No"
"779","35-44","Yes","No","Conservative","News_TV","Family",2,"Maybe","No","Sometimes","Yes","Most of the Time","1-3","No","Yes"
"780","18-24","Yes","No","NDP","News_TV","News_TV",5,"Yes","Yes","Most of the Time","No","Most of the Time","1-3","No","No"
"781","74+","Yes","No","Conservative","News_Print","Family",5,"No","No","Most of the Time","Yes","Rarely","4-5","No","No"
"782","35-44","No","No","Liberals","SM","Internet",0,"Yes","No","Most of the Time","Yes","Never","4-5","No","No"
"783","18-24","Yes","No","Green","Internet","News_Print",3,"Yes","No","Most of the Time","No","Rarely","1-3","No","No"
"784","55-64","No","Yes","Green","SM","News_Print",3,"Yes","No","Most of the Time","No","Most of the Time","4-5","No","No"
"785","18-24","No","No","Green","Family","News_Print",4,"Maybe","Maybe","Sometimes","No","Always","1-3","No","No"
"786","35-44","No","Yes","Liberals","Internet","Family",5,"No","Yes","Always","Yes","Most of the Time","1-3","Yes","No"
